,name,rating,location,price
59,Hyatt Centric Gran Via Madrid,8.9,"Gran Via, 31, Centro, 28013 Madrid, Spain","€ 1,627"
60,Aparthotel Tribunal,7.5,"San Vicente Ferrer, 1, Centro, 28004 Madrid, Spain","€ 1,042"
61,Apartment in Malasaña,8.2,"Pozas 16, Centro, 28004 Madrid, Spain",€ 840
62,Soho Boutique Congreso,8.6,"7 Calle de Zorrilla, Centro, 28014 Madrid, Spain","€ 1,279"
63,Plaza Mayor Suites & Apartments,9.0,"4 Calle Salvador, Centro, 28012 Madrid, Spain","€ 1,017"
64,Marina Rooms,8.5,"Calle de Carretas 27 , 2 izquerda, Centro, 28012 Madrid, Spain",€ 680
65,Hostal San Lorenzo,8.1,"Clavel, 8, Centro, 28004 Madrid, Spain",€ 810
66,Hostal Met Madrid,9.1,"Costanilla De Santiago 2, 2º, Centro, 28013 Madrid, Spain","€ 1,030"
67,Hostal Abril Madrid,8.3,"Fuencarral 39, 4 Derecha, Centro, 28004 Madrid, Spain",€ 623
68,"Hotel Indigo Madrid - Gran Via, an IHG Hotel",8.7,"Silva, 6, Centro, 28013 Madrid, Spain","€ 1,183"
69,limehome Madrid Calle de la Madera - Self check-in only,8.4,"25 Calle de la Madera, Centro, 28004 Madrid, Spain","€ 1,109"
70,Feelathome San Marcos Apartments,8.1,"31 Calle de San Marcos, Centro, 28004 Madrid, Spain",€ 896
71,JC Rooms Santo Domingo,7.8,"Cuesta de Santo Domingo, 16, Centro, 28013 Madrid, Spain",€ 672
72,JW Marriott Madrid,,"Sevilla, 2, Centro, 28014 Madrid, Spain","€ 3,432"
73,Gran Via 63 Rooms,7.4,"Gran Via 63, 5ª Planta, Centro, 28013 Madrid, Spain",€ 855
74,Vincci Capitol,8.6,"Gran Vía, 41, Centro, 28013 Madrid, Spain","€ 1,373"
75,Hostal del Pez Azul,8.4,"Pez, 9, Centro, 28004 Madrid, Spain",€ 737
76,Apartment in the Centre,8.7,"Apodaca, 5, Centro, 28010 Madrid, Spain",€ 965
77,JC Rooms Chueca,8.3,"Calle Infantas  5, Centro, 28004 Madrid, Spain",€ 692
78,MH Apartments Central Madrid,9.0,"Plaza Tirso de Molina, 15, Centro, 28012 Madrid, Spain","€ 2,240"
79,Gran View Apartments,8.6,"Calle Gran Vía 48, Centro, 28013 Madrid, Spain","€ 1,296"
80,Vincci The Mint,9.1,"Gran Vía 10, Centro, 28013 Madrid, Spain","€ 1,602"
81,SLEEP'N Atocha - B Corp Certified,8.8,"Doctor Drumen, 4, Centro, 28012 Madrid, Spain",€ 811
